,Unnamed: 0.1,Unnamed: 0,resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,milliseconds_numeric
0,0,0,1,18,1,1,22,1,1,1,1,10.0,58,1:34:50.616,5690616,39,2,1:27.452,218.300,1,5690616
1,1,1,2,18,2,2,3,5,2,2,2,8.0,58,+5.478,5696094,41,3,1:27.739,217.586,1,5696094
2,2,2,3,18,3,3,7,7,3,3,3,6.0,58,+8.163,5698779,41,5,1:28.090,216.719,1,5698779
3,3,3,4,18,4,4,5,11,4,4,4,5.0,58,+17.181,5707797,58,7,1:28.603,215.464,1,5707797
4,4,4,5,18,5,1,23,3,5,5,5,4.0,58,+18.014,5708630,43,1,1:27.418,218.385,1,5708630
5,5,22,23,19,8,6,1,2,1,1,1,10.0,56,1:31:18.555,5478555,37,2,1:35.405,209.158,1,5478555
6,6,23,24,19,9,2,4,4,2,2,2,8.0,56,+19.570,5498125,39,6,1:35.921,208.033,1,5498125
7,7,24,25,19,5,1,23,8,3,3,3,6.0,56,+38.450,5517005,19,7,1:35.922,208.031,1,5517005
8,8,25,26,19,15,7,11,3,4,4,4,5.0,56,+45.832,5524387,53,8,1:36.068,207.715,1,5524387
9,9,26,27,19,1,1,22,9,5,5,5,4.0,56,+46.548,5525103,53,3,1:35.462,209.033,1,5525103
10,10,27,28,19,2,2,3,5,6,6,6,3.0,56,+49.833,5528388,55,1,1:35.366,209.244,1,5528388
11,11,28,29,19,17,9,10,6,7,7,7,2.0,56,+1:08.130,5546685,53,12,1:36.696,206.366,1,5546685
12,12,29,30,19,4,4,5,7,8,8,8,1.0,56,+1:10.041,5548596,40,10,1:36.288,207.240,1,5548596
13,13,30,31,19,14,9,9,12,9,9,9,0.0,56,+1:16.220,5554775,55,9,1:36.206,207.417,1,5554775
14,14,31,32,19,18,11,16,11,10,10,10,0.0,56,+1:26.214,5564769,56,4,1:35.715,208.481,1,5564769
15,15,32,33,19,12,4,6,13,11,11,11,0.0,56,+1:32.202,5570757,52,15,1:36.956,205.812,1,5570757
16,16,44,45,20,13,6,2,2,1,1,1,10.0,57,1:31:06.970,5466970,38,3,1:33.600,208.153,1,5466970
17,17,45,46,20,8,6,1,4,2,2,2,8.0,57,+3.339,5470309,35,4,1:33.709,207.911,1,5470309
18,18,46,47,20,9,2,4,1,3,3,3,6.0,57,+4.998,5471968,55,5,1:33.775,207.765,1,5471968
19,19,47,48,20,2,2,3,6,4,4,4,5.0,57,+8.409,5475379,48,2,1:33.565,208.231,1,5475379
20,20,48,49,20,5,1,23,5,5,5,5,4.0,57,+26.789,5493759,49,1,1:33.193,209.062,1,5493759
21,21,49,50,20,15,7,11,7,6,6,6,3.0,57,+41.314,5508284,45,7,1:34.204,206.819,1,5508284
22,22,50,51,20,17,9,10,11,7,7,7,2.0,57,+45.473,5512443,51,8,1:34.305,206.597,1,5512443
23,23,51,52,20,3,3,7,8,8,8,8,1.0,57,+55.889,5522859,57,6,1:34.072,207.109,1,5522859
24,24,52,53,20,10,7,12,13,9,9,9,0.0,57,+1:09.500,5536470,56,9,1:34.807,205.503,1,5536470
25,25,53,54,20,4,4,5,10,10,10,10,0.0,57,+1:17.181,5544151,35,13,1:35.194,204.668,1,5544151
26,26,54,55,20,22,11,17,12,11,11,11,0.0,57,+1:17.862,5544832,40,10,1:34.855,205.399,1,5544832
27,27,66,67,21,8,6,1,1,1,1,1,10.0,66,1:38:19.051,5899051,46,1,1:21.670,205.191,1,5899051
28,28,67,68,21,13,6,2,3,2,2,2,8.0,66,+3.228,5902279,45,2,1:21.801,204.863,1,5902279
29,29,68,69,21,1,1,22,5,3,3,3,6.0,66,+4.187,5903238,20,3,1:22.017,204.323,1,5903238
30,30,69,70,21,9,2,4,4,4,4,4,5.0,66,+5.694,5904745,20,4,1:22.106,204.102,1,5904745
31,31,70,71,21,17,9,10,7,5,5,5,4.0,66,+35.938,5934989,19,8,1:22.564,202.969,1,5934989
32,32,71,72,21,18,11,16,13,6,6,6,3.0,66,+53.010,5952061,66,5,1:22.353,203.489,1,5952061
33,33,72,73,21,6,3,8,12,7,7,7,2.0,66,+58.244,5957295,48,15,1:23.549,200.576,1,5957295
34,34,73,74,21,15,7,11,8,8,8,8,1.0,66,+59.435,5958486,45,10,1:22.758,202.494,1,5958486
35,35,74,75,21,2,2,3,9,9,9,9,0.0,66,+1:03.073,5962124,21,7,1:22.519,203.080,1,5962124
36,36,88,89,22,13,6,2,1,1,1,1,10.0,58,1:26:49.451,5209451,16,3,1:26.666,221.734,1,5209451
37,37,89,90,22,1,1,22,3,2,2,2,8.0,58,+3.779,5213230,31,2,1:26.529,222.085,1,5213230
38,38,90,91,22,8,6,1,4,3,3,3,6.0,58,+4.271,5213722,20,1,1:26.506,222.144,1,5213722
39,39,91,92,22,9,2,4,5,4,4,4,5.0,58,+21.945,5231396,17,4,1:26.780,221.442,1,5231396
40,40,92,93,22,2,2,3,9,5,5,5,4.0,58,+38.741,5248192,20,5,1:27.219,220.328,1,5248192
41,41,93,94,22,4,4,5,7,6,6,6,3.0,58,+53.724,5263175,57,6,1:27.280,220.174,1,5263175
42,42,94,95,22,17,9,10,6,7,7,7,2.0,58,+1:04.229,5273680,14,7,1:27.630,219.294,1,5273680
43,43,95,96,22,3,3,7,11,8,8,8,1.0,58,+1:11.406,5280857,55,9,1:27.795,218.882,1,5280857
44,44,96,97,22,14,9,9,10,9,9,9,0.0,58,+1:15.270,5284721,41,12,1:27.966,218.457,1,5284721
45,45,97,98,22,15,7,11,8,10,10,10,0.0,58,+1:16.344,5285795,52,11,1:27.926,218.556,1,5285795
46,46,108,109,23,1,1,22,3,1,1,1,10.0,76,2:00:42.742,7242742,71,6,1:18.510,153.152,1,7242742
47,47,109,110,23,9,2,4,5,2,2,2,8.0,76,+3.064,7245806,75,5,1:17.933,154.286,1,7245806
48,48,110,111,23,13,6,2,1,3,3,3,6.0,76,+4.811,7247553,76,4,1:17.886,154.379,1,7247553
49,49,111,112,23,17,9,10,9,4,4,4,5.0,76,+19.295,7262037,74,8,1:19.036,152.133,1,7262037
50,50,112,113,23,20,5,15,19,5,5,5,4.0,76,+24.657,7267399,74,7,1:18.787,152.614,1,7267399
51,51,113,114,23,22,11,17,14,6,6,6,3.0,76,+28.408,7271150,75,9,1:19.574,151.104,1,7271150
52,52,114,115,23,6,3,8,13,7,7,7,2.0,76,+30.180,7272922,75,13,1:19.910,150.469,1,7272922
53,53,115,116,23,5,1,23,4,8,8,8,1.0,76,+33.191,7275933,74,2,1:17.282,155.586,1,7275933
54,54,116,117,23,8,6,1,2,9,9,9,0.0,76,+33.792,7276534,74,1,1:16.689,156.789,1,7276534
55,55,128,129,24,9,2,4,2,1,1,1,10.0,70,1:36:24.227,5784227,47,4,1:17.539,202.473,1,5784227
56,56,129,130,24,2,2,3,8,2,2,2,8.0,70,+16.495,5800722,25,2,1:17.430,202.758,1,5800722
57,57,130,131,24,14,9,9,13,3,3,3,6.0,70,+23.352,5807579,36,7,1:18.085,201.057,1,5807579
58,58,131,132,24,10,7,12,11,4,4,4,5.0,70,+42.627,5826854,31,17,1:19.087,198.510,1,5826854
59,59,132,133,24,13,6,2,6,5,5,5,4.0,70,+43.934,5828161,11,6,1:18.006,201.261,1,5828161
60,60,133,134,24,15,7,11,14,6,6,6,3.0,70,+47.775,5832002,38,15,1:18.870,199.056,1,5832002
61,61,134,135,24,22,11,17,9,7,7,7,2.0,70,+53.597,5837824,35,10,1:18.301,200.503,1,5837824
62,62,135,136,24,20,5,15,19,8,8,8,1.0,70,+54.120,5838347,33,12,1:18.532,199.913,1,5838347
63,63,136,137,24,5,1,23,7,9,9,9,0.0,70,+54.433,5838660,62,11,1:18.462,200.091,1,5838660
64,64,137,138,24,3,3,7,5,10,10,10,0.0,70,+54.749,5838976,14,5,1:17.977,201.336,1,5838976
65,65,138,139,24,18,11,16,20,11,11,11,0.0,70,+1:07.540,5851767,58,19,1:19.352,197.847,1,5851767
66,66,139,140,24,17,9,10,10,12,12,12,0.0,70,+1:11.299,5855526,51,8,1:18.201,200.759,1,5855526
67,67,148,149,25,13,6,2,2,1,1,1,10.0,70,1:31:50.245,5510245,20,2,1:16.729,206.956,1,5510245
68,68,149,150,25,8,6,1,1,2,2,2,8.0,70,+17.984,5528229,16,1,1:16.630,207.224,1,5528229
69,69,150,151,25,15,7,11,4,3,3,3,6.0,70,+28.250,5538495,12,7,1:17.567,204.721,1,5538495
70,70,151,152,25,5,1,23,10,4,4,4,5.0,70,+28.929,5539174,46,3,1:17.134,205.870,1,5539174
71,71,152,153,25,9,2,4,5,5,5,5,4.0,70,+30.512,5540757,16,4,1:17.172,205.768,1,5540757
72,72,153,154,25,17,9,10,6,6,6,6,3.0,70,+40.304,5550549,22,6,1:17.507,204.879,1,5550549
73,73,154,155,25,12,4,6,9,7,7,7,2.0,70,+41.033,5551278,24,10,1:17.758,204.218,1,5551278
74,74,155,156,25,4,4,5,3,8,8,8,1.0,70,+43.372,5553617,39,8,1:17.641,204.525,1,5553617
75,75,156,157,25,14,9,9,7,9,9,9,0.0,70,+51.021,5561266,23,12,1:17.818,204.060,1,5561266
76,76,157,158,25,1,1,22,13,10,10,10,0.0,70,+54.538,5564783,40,5,1:17.453,205.022,1,5564783
77,77,158,159,25,10,7,12,8,11,11,11,0.0,70,+57.700,5567945,45,13,1:17.836,204.013,1,5567945
78,78,159,160,25,20,5,15,12,12,12,12,0.0,70,+58.065,5568310,36,11,1:17.760,204.212,1,5568310
79,79,160,161,25,2,2,3,11,13,13,13,0.0,70,+1:02.079,5572324,46,9,1:17.716,204.328,1,5572324
80,80,168,169,26,1,1,22,4,1,1,1,10.0,60,1:39:09.440,5949440,16,3,1:32.817,199.398,1,5949440
81,81,169,170,26,2,2,3,5,2,2,2,8.0,60,+1:08.577,6018017,21,2,1:32.719,199.609,1,6018017
82,82,170,171,26,22,11,17,16,3,3,3,6.0,60,+1:22.273,6031713,21,11,1:33.386,198.183,1,6031713
83,83,188,189,27,1,1,22,1,1,1,1,10.0,67,1:31:20.874,5480874,17,2,1:16.039,216.552,1,5480874
84,84,189,190,27,12,4,6,17,2,2,2,8.0,67,+5.586,5486460,66,9,1:16.910,214.099,1,5486460
85,85,190,191,27,13,6,2,2,3,3,3,6.0,67,+9.339,5490213,19,5,1:16.502,215.241,1,5490213
86,86,191,192,27,2,2,3,12,4,4,4,5.0,67,+9.825,5490699,52,1,1:15.987,216.700,1,5490699
87,87,192,193,27,5,1,23,3,5,5,5,4.0,67,+12.411,5493285,63,4,1:16.495,215.261,1,5493285
88,88,193,194,27,8,6,1,6,6,6,6,3.0,67,+14.403,5495277,66,3,1:16.342,215.692,1,5495277
89,89,194,195,27,9,2,4,7,7,7,7,2.0,67,+22.682,5503556,17,6,1:16.610,214.937,1,5503556
90,90,195,196,27,20,5,15,9,8,8,8,1.0,67,+33.299,5514173,20,8,1:16.772,214.484,1,5514173
91,91,196,197,27,15,7,11,4,9,9,9,0.0,67,+37.158,5518032,17,12,1:17.023,213.785,1,5518032
92,92,197,198,27,3,3,7,13,10,10,10,0.0,67,+37.625,5518499,34,15,1:17.380,212.799,1,5518499
93,93,198,199,27,4,4,5,5,11,11,11,0.0,67,+38.600,5519474,17,13,1:17.115,213.530,1,5519474
94,94,199,200,27,7,5,14,15,12,12,12,0.0,67,+39.111,5519985,63,10,1:16.969,213.935,1,5519985
95,95,200,201,27,14,9,9,10,13,13,13,0.0,67,+54.971,5535845,18,11,1:16.994,213.866,1,5535845
96,96,201,202,27,6,3,8,16,14,14,14,0.0,67,+1:00.003,5540877,23,17,1:17.691,211.947,1,5540877
97,97,202,203,27,16,10,20,19,15,15,15,0.0,67,+1:09.488,5550362,66,18,1:17.889,211.408,1,5550362
98,98,203,204,27,21,10,21,20,16,16,16,0.0,67,+1:24.093,5564967,67,20,1:18.208,210.546,1,5564967
99,99,208,209,28,5,1,23,2,1,1,1,10.0,70,1:37:27.067,5847067,19,7,1:21.753,192.917,1,5847067
100,100,209,210,28,10,7,12,5,2,2,2,8.0,70,+11.061,5858128,42,6,1:21.671,193.111,1,5858128
101,101,210,211,28,8,6,1,6,3,3,3,6.0,70,+16.856,5863923,61,1,1:21.195,194.243,1,5863923
102,102,211,212,28,4,4,5,7,4,4,4,5.0,70,+21.614,5868681,47,8,1:21.793,192.823,1,5868681
103,103,212,213,28,1,1,22,1,5,5,5,4.0,70,+23.048,5870115,15,3,1:21.493,193.533,1,5870115
104,104,213,214,28,12,4,6,10,6,6,6,3.0,70,+32.298,5879365,64,4,1:21.537,193.428,1,5879365
105,105,214,215,28,15,7,11,9,7,7,7,2.0,70,+36.449,5883516,65,5,1:21.638,193.189,1,5883516
106,106,215,216,28,9,2,4,4,8,8,8,1.0,70,+48.321,5895388,70,9,1:21.941,192.475,1,5895388
107,107,216,217,28,17,9,10,8,9,9,9,0.0,70,+58.834,5905901,67,10,1:22.125,192.043,1,5905901
108,108,217,218,28,2,2,3,15,10,10,10,0.0,70,+1:07.709,5914776,67,11,1:22.183,191.908,1,5914776
109,109,218,219,28,14,9,9,13,11,11,11,0.0,70,+1:10.407,5917474,67,16,1:22.732,190.634,1,5917474
110,110,228,229,29,13,6,2,1,1,1,1,10.0,57,1:35:32.339,5732339,36,1,1:38.708,197.637,1,5732339
111,111,229,230,29,1,1,22,2,2,2,2,8.0,57,+5.611,5737950,16,2,1:38.884,197.285,1,5737950
112,112,230,231,29,9,2,4,3,3,3,3,6.0,57,+37.353,5769692,38,4,1:39.330,196.399,1,5769692
113,113,231,232,29,5,1,23,5,4,4,4,5.0,57,+39.703,5772042,19,3,1:39.112,196.831,1,5772042
114,114,232,233,29,15,7,11,7,5,5,5,4.0,57,+50.684,5783023,37,12,1:39.657,195.755,1,5783023
115,115,233,234,29,20,5,15,6,6,6,6,3.0,57,+52.625,5784964,36,6,1:39.485,196.093,1,5784964
116,116,234,235,29,10,7,12,13,7,7,7,2.0,57,+1:07.990,5800329,54,8,1:39.535,195.995,1,5800329
117,117,235,236,29,3,3,7,9,8,8,8,1.0,57,+1:11.457,5803796,35,10,1:39.577,195.912,1,5803796
118,118,236,237,29,2,2,3,8,9,9,9,0.0,57,+1:22.177,5814516,57,7,1:39.526,196.013,1,5814516
119,119,237,238,29,7,5,14,10,10,10,10,0.0,57,+1:29.794,5822133,35,11,1:39.639,195.790,1,5822133
120,120,238,239,29,12,4,6,15,11,11,11,0.0,57,+1:32.717,5825056,29,9,1:39.544,195.977,1,5825056
121,121,248,249,30,13,6,2,2,1,1,1,10.0,44,1:22:59.394,4979394,26,3,1:48.222,232.987,1,4979394
122,122,249,250,30,2,2,3,5,2,2,2,8.0,44,+9.383,4988777,36,7,1:49.067,231.182,1,4988777
123,123,250,251,30,1,1,22,1,3,3,3,6.0,44,+10.539,4989933,20,2,1:48.135,233.175,1,4989933
124,124,251,252,30,4,4,5,6,4,4,4,5.0,44,+14.478,4993872,25,9,1:49.238,230.820,1,4993872
125,125,252,253,30,20,5,15,10,5,5,5,4.0,44,+14.576,4993970,16,8,1:49.086,231.142,1,4993970
126,126,253,254,30,9,2,4,8,6,6,6,3.0,44,+15.037,4994431,36,5,1:48.965,231.399,1,4994431
127,127,254,255,30,7,5,14,9,7,7,7,2.0,44,+16.735,4996129,31,6,1:49.002,231.320,1,4996129
128,128,255,256,30,17,9,10,7,8,8,8,1.0,44,+42.776,5022170,34,10,1:49.515,230.236,1,5022170
129,129,256,257,30,10,7,12,13,9,9,9,0.0,44,+1:07.045,5046439,37,12,1:50.255,228.691,1,5046439
130,130,268,269,31,20,5,15,1,1,1,1,10.0,53,1:26:47.494,5207494,53,14,1:30.510,230.414,1,5207494
131,131,269,270,31,5,1,23,2,2,2,2,8.0,53,+12.512,5220006,53,13,1:30.300,230.950,1,5220006
132,132,270,271,31,9,2,4,11,3,3,3,6.0,53,+20.471,5227965,52,12,1:30.298,230.955,1,5227965
133,133,271,272,31,4,4,5,8,4,4,4,5.0,53,+23.903,5231397,51,9,1:29.961,231.820,1,5231397
134,134,272,273,31,2,2,3,10,5,5,5,4.0,53,+27.748,5235242,53,6,1:29.807,232.217,1,5235242
135,135,273,274,31,13,6,2,6,6,6,6,3.0,53,+28.816,5236310,52,4,1:29.696,232.505,1,5236310
136,136,274,275,31,1,1,22,15,7,7,7,2.0,53,+29.912,5237406,52,5,1:29.721,232.440,1,5237406
137,137,275,276,31,17,9,10,3,8,8,8,1.0,53,+32.048,5239542,52,3,1:29.681,232.544,1,5239542
138,138,276,277,31,8,6,1,14,9,9,9,0.0,53,+39.468,5246962,53,1,1:28.047,236.859,1,5246962
139,139,277,278,31,12,4,6,17,10,10,10,0.0,53,+54.445,5261939,53,16,1:30.918,229.380,1,5261939
140,140,278,279,31,10,7,12,9,11,11,11,0.0,53,+58.888,5266382,53,8,1:29.948,231.853,1,5266382
141,141,279,280,31,6,3,8,18,12,12,12,0.0,53,+1:02.015,5269509,53,11,1:30.215,231.167,1,5269509
142,142,280,281,31,15,7,11,7,13,13,13,0.0,53,+1:05.954,5273448,52,15,1:30.853,229.544,1,5273448
143,143,281,282,31,3,3,7,5,14,14,14,0.0,53,+1:08.635,5276129,53,10,1:30.019,231.671,1,5276129
144,144,282,283,31,18,11,16,19,15,15,15,0.0,53,+1:13.370,5280864,52,7,1:29.827,232.166,1,5280864
145,145,288,289,32,4,4,5,15,1,1,1,10.0,61,1:57:16.304,7036304,55,3,1:45.768,172.464,1,7036304
146,146,289,290,32,3,3,7,8,2,2,2,8.0,61,+2.957,7039261,39,5,1:46.454,171.352,1,7039261
147,147,290,291,32,1,1,22,2,3,3,3,6.0,61,+5.917,7042221,14,4,1:46.072,171.969,1,7042221
148,148,291,292,32,10,7,12,7,4,4,4,5.0,61,+8.155,7044459,50,8,1:47.044,170.408,1,7044459
149,149,292,293,32,20,5,15,6,5,5,5,4.0,61,+10.268,7046572,13,9,1:47.271,170.047,1,7046572
150,150,293,294,32,2,2,3,9,6,6,6,3.0,61,+11.101,7047405,14,11,1:47.306,169.992,1,7047405
151,151,294,295,32,14,9,9,14,7,7,7,2.0,61,+16.387,7052691,41,13,1:47.562,169.587,1,7052691
152,152,295,296,32,6,3,8,10,8,8,8,1.0,61,+18.489,7054793,13,10,1:47.287,170.022,1,7054793
153,153,296,297,32,18,11,16,12,9,9,9,0.0,61,+19.885,7056189,61,15,1:48.128,168.700,1,7056189
154,154,297,298,32,5,1,23,5,10,10,10,0.0,61,+26.902,7063206,14,12,1:47.337,169.943,1,7063206
155,155,298,299,32,9,2,4,4,11,11,11,0.0,61,+27.975,7064279,14,6,1:46.899,170.639,1,7064279
156,156,299,300,32,7,5,14,17,12,12,12,0.0,61,+29.432,7065736,29,14,1:47.820,169.181,1,7065736
157,157,300,301,32,13,6,2,1,13,13,13,0.0,61,+35.170,7071474,13,2,1:45.757,172.482,1,7071474
158,158,301,302,32,21,10,21,20,14,14,14,0.0,61,+43.571,7079875,28,16,1:49.101,167.195,1,7079875
159,159,308,309,33,4,4,5,4,1,1,1,10.0,67,1:30:21.892,5421892,41,3,1:19.101,207.668,1,5421892
160,160,309,310,33,9,2,4,6,2,2,2,8.0,67,+5.283,5427175,16,7,1:19.292,207.168,1,5427175
161,161,310,311,33,8,6,1,2,3,3,3,6.0,67,+6.400,5428292,66,2,1:18.995,207.947,1,5428292
162,162,311,312,33,12,4,6,12,4,4,4,5.0,67,+20.570,5442462,54,4,1:19.199,207.411,1,5442462
163,163,312,313,33,15,7,11,7,5,5,5,4.0,67,+23.767,5445659,18,9,1:19.524,206.564,1,5445659
164,164,313,314,33,20,5,15,9,6,6,6,3.0,67,+39.207,5461099,21,12,1:19.617,206.322,1,5461099
165,165,314,315,33,13,6,2,5,7,7,7,2.0,67,+46.158,5468050,55,1,1:18.426,209.456,1,5468050
166,166,315,316,33,17,9,10,13,8,8,8,1.0,67,+50.811,5472703,30,13,1:19.820,205.798,1,5472703
167,167,316,317,33,2,2,3,16,9,9,9,0.0,67,+54.120,5476012,67,8,1:19.461,206.727,1,5476012
168,168,317,318,33,7,5,14,10,10,10,10,0.0,67,+59.085,5480977,49,6,1:19.262,207.246,1,5480977
169,169,318,319,33,3,3,7,15,11,11,11,0.0,67,+1:02.096,5483988,66,10,1:19.531,206.545,1,5483988
170,170,319,320,33,1,1,22,1,12,12,12,0.0,67,+1:18.900,5500792,65,11,1:19.560,206.470,1,5500792
171,171,328,329,34,1,1,22,1,1,1,1,10.0,56,1:31:57.403,5517403,13,1,1:36.325,203.722,1,5517403
172,172,329,330,34,13,6,2,3,2,2,2,8.0,56,+14.925,5532328,36,4,1:36.591,203.161,1,5532328
173,173,330,331,34,8,6,1,2,3,3,3,6.0,56,+16.445,5533848,14,2,1:36.483,203.389,1,5533848
174,174,331,332,34,4,4,5,4,4,4,4,5.0,56,+18.370,5535773,56,5,1:36.659,203.018,1,5535773
175,175,332,333,34,2,2,3,9,5,5,5,4.0,56,+28.923,5546326,56,3,1:36.498,203.357,1,5546326
176,176,333,334,34,9,2,4,11,6,6,6,3.0,56,+33.219,5550622,56,7,1:36.854,202.610,1,5550622
177,177,334,335,34,10,7,12,12,7,7,7,2.0,56,+41.722,5559125,56,6,1:36.727,202.876,1,5559125
178,178,335,336,34,12,4,6,10,8,8,8,1.0,56,+56.645,5574048,56,8,1:36.996,202.313,1,5574048
179,179,336,337,34,20,5,15,6,9,9,9,0.0,56,+1:04.339,5581742,55,9,1:37.212,201.863,1,5581742
180,180,337,338,34,14,9,9,15,10,10,10,0.0,56,+1:14.842,5592245,27,14,1:37.753,200.746,1,5592245
181,181,338,339,34,22,11,17,13,11,11,11,0.0,56,+1:25.061,5602464,56,16,1:37.845,200.558,1,5602464
182,182,339,340,34,6,3,8,17,12,12,12,0.0,56,+1:30.847,5608250,54,17,1:38.019,200.202,1,5608250
183,183,340,341,34,7,5,14,8,13,13,13,0.0,56,+1:31.457,5608860,36,12,1:37.452,201.366,1,5608860
184,184,341,342,34,17,9,10,16,14,14,14,0.0,56,+1:32.422,5609825,10,13,1:37.680,200.896,1,5609825
185,185,348,349,35,13,6,2,1,1,1,1,10.0,71,1:34:11.435,5651435,36,1,1:13.736,210.377,1,5651435
186,186,349,350,35,4,4,5,6,2,2,2,8.0,71,+13.298,5664733,39,8,1:14.229,208.980,1,5664733
187,187,350,351,35,8,6,1,3,3,3,3,6.0,71,+16.235,5667670,59,3,1:14.117,209.296,1,5667670
188,188,351,352,35,20,5,15,7,4,4,4,5.0,71,+38.011,5689446,25,7,1:14.214,209.022,1,5689446
189,189,352,353,35,1,1,22,4,5,5,5,4.0,71,+38.907,5690342,31,4,1:14.159,209.177,1,5690342
190,190,353,354,35,10,7,12,10,6,6,6,3.0,71,+44.368,5695803,32,2,1:14.057,209.465,1,5695803
191,191,354,355,35,5,1,23,5,7,7,7,2.0,71,+55.074,5706509,36,6,1:14.207,209.042,1,5706509
192,192,355,356,35,15,7,11,2,8,8,8,1.0,71,+1:08.433,5719868,40,5,1:14.167,209.155,1,5719868
193,193,356,357,35,17,9,10,12,9,9,9,0.0,71,+1:19.666,5731101,40,14,1:15.033,206.741,1,5731101
194,194,368,369,36,8,6,6,1,1,1,1,10.0,58,1:25:28.770,5128770,41,1,1:25.235,223.978,1,5128770
195,195,369,370,36,4,1,1,2,2,2,2,8.0,58,+7.242,5136012,20,2,1:26.314,221.178,1,5136012
196,196,370,371,36,1,1,2,4,3,3,3,6.0,58,+18.595,5147365,20,3,1:26.351,221.083,1,5147365
197,197,371,372,36,2,2,9,3,4,4,4,5.0,58,+38.763,5167533,37,6,1:26.722,220.137,1,5167533
198,198,372,373,36,21,4,3,6,5,5,5,4.0,58,+1:06.469,5195239,18,7,1:26.892,219.707,1,5195239
199,199,373,374,36,13,6,5,22,6,6,6,3.0,58,+1:06.805,5195575,28,8,1:27.044,219.323,1,5195575
200,200,390,391,37,4,1,1,2,1,1,1,10.0,56,1:32:14.930,5534930,42,2,1:36.861,206.014,1,5534930
201,201,391,392,37,1,1,2,4,2,2,2,8.0,56,+17.557,5552487,22,1,1:36.701,206.355,1,5552487
202,202,392,393,37,8,6,6,3,3,3,3,6.0,56,+18.339,5553269,40,4,1:37.228,205.237,1,5553269
203,203,393,394,37,2,2,9,5,4,4,4,5.0,56,+33.777,5568707,55,5,1:37.417,204.838,1,5568707
204,204,394,395,37,13,6,5,1,5,5,5,4.0,56,+36.705,5571635,42,3,1:37.199,205.298,1,5571635
205,205,395,396,37,21,4,3,12,6,6,6,3.0,56,+1:05.638,5600568,44,9,1:37.879,203.872,1,5600568
206,206,396,397,37,15,7,12,8,7,7,7,2.0,56,+1:10.132,5605062,40,10,1:38.016,203.587,1,5605062
207,207,397,398,37,5,4,4,11,8,8,8,1.0,56,+1:12.015,5606945,41,7,1:37.810,204.015,1,5606945
208,208,398,399,37,25,3,17,19,9,9,9,0.0,56,+1:29.924,5624854,19,8,1:37.864,203.903,1,5624854
209,209,399,400,37,17,9,15,10,10,10,10,0.0,56,+1:33.556,5628486,55,14,1:38.540,202.504,1,5628486
210,210,412,413,38,13,6,5,1,1,1,1,10.0,57,1:33:27.515,5607515,42,1,1:34.067,207.120,1,5607515
211,211,413,414,38,1,1,2,2,2,2,2,8.0,57,+2.360,5609875,18,2,1:34.270,206.674,1,5609875
212,212,414,415,38,8,6,6,3,3,3,3,6.0,57,+10.839,5618354,39,3,1:34.357,206.483,1,5618354
213,213,415,416,38,2,2,9,5,4,4,4,5.0,57,+13.831,5621346,38,5,1:34.470,206.236,1,5621346
214,214,416,417,38,4,1,1,4,5,5,5,4.0,57,+14.426,5621941,46,4,1:34.420,206.346,1,5621941
215,215,417,418,38,9,2,10,6,6,6,6,3.0,57,+45.529,5653044,46,6,1:34.819,205.477,1,5653044
216,216,418,419,38,15,7,12,9,7,7,7,2.0,57,+1:21.371,5688886,40,7,1:35.153,204.756,1,5688886
217,217,419,420,38,21,4,3,7,8,8,8,1.0,57,+1:21.701,5689216,51,8,1:35.200,204.655,1,5689216
218,218,420,421,38,5,4,4,12,9,9,9,0.0,57,+1:29.411,5696926,27,10,1:35.475,204.065,1,5696926
219,219,421,422,38,3,3,16,10,10,10,10,0.0,57,+1:29.916,5697431,51,11,1:35.556,203.893,1,5697431
220,220,434,435,39,13,6,5,1,1,1,1,10.0,65,1:31:36.230,5496230,14,1,1:22.680,202.685,1,5496230
221,221,435,436,39,1,1,2,4,2,2,2,8.0,65,+6.790,5503020,20,2,1:22.876,202.205,1,5503020
222,222,436,437,39,4,1,1,2,3,3,3,6.0,65,+17.456,5513686,17,3,1:22.966,201.986,1,5513686
223,223,437,438,39,9,2,10,5,4,4,4,5.0,65,+31.615,5527845,20,5,1:23.129,201.590,1,5527845
224,224,438,439,39,14,9,14,9,5,5,5,4.0,65,+58.331,5554561,18,8,1:23.524,200.636,1,5554561
225,225,439,440,39,3,3,16,11,6,6,6,3.0,65,+59.538,5555768,60,10,1:23.693,200.231,1,5555768
226,226,440,441,39,5,4,4,8,7,7,7,2.0,65,+1:02.128,5558358,32,4,1:22.980,201.952,1,5558358
227,227,456,457,40,4,1,1,1,1,1,1,10.0,78,1:40:29.329,6029329,44,1,1:15.284,159.715,1,6029329
228,228,457,458,40,1,1,2,2,2,2,2,8.0,78,+4.095,6033424,28,2,1:15.372,159.528,1,6033424
229,229,458,459,40,13,6,5,3,3,3,3,6.0,78,+1:09.114,6098443,47,4,1:16.183,157.830,1,6098443
230,230,478,479,41,1,1,2,1,1,1,1,10.0,70,1:44:11.292,6251292,37,2,1:16.494,205.239,1,6251292
231,231,479,480,41,2,2,9,3,2,2,2,8.0,70,+4.343,6255635,19,3,1:16.696,204.699,1,6255635
